"","control_rep1","control_rep2","treated_rep1","treated_rep2"
"Gene10239",18,5,21,10
"Gene10240",10,8,9,5
"Gene10241",27,4,8,11
"Gene10242",17,12,4,9
"Gene10243",13,16,7,14
"Gene10244",10,9,15,9
"Gene10245",35,16,21,12
"Gene10246",9,15,6,20
"Gene10247",13,13,4,1
"Gene10248",6,10,16,8
"Gene10249",21,11,11,8
"Gene10250",8,13,9,6
"Gene10251",12,11,31,9
"Gene10252",5,2,12,5
"Gene10253",15,14,15,17
"Gene10254",28,24,22,11
"Gene10255",9,27,13,7
"Gene10256",4,6,7,9
"Gene10257",4,8,9,16
"Gene10258",11,28,8,12
"Gene10259",18,8,16,4
"Gene10260",20,6,5,5
"Gene10261",15,23,10,9
"Gene10262",16,8,15,24
"Gene10263",16,23,11,7
"Gene10264",26,12,15,12
"Gene10265",11,11,21,11
"Gene10266",8,6,10,16
"Gene10267",6,4,16,9
"Gene10268",14,9,11,20
"Gene10269",8,11,24,7
"Gene10270",7,13,5,11
"Gene10271",11,19,9,12
"Gene10272",3,14,5,26
"Gene10273",23,13,17,22
"Gene10274",7,14,13,11
"Gene10275",8,11,12,11
"Gene10276",22,16,10,20
"Gene10277",7,28,15,8
"Gene10278",17,10,8,14
"Gene10279",12,12,33,16
"Gene10280",20,16,5,8
"Gene10281",7,11,21,26
"Gene10282",20,17,18,10
"Gene10283",22,11,17,9
"Gene10284",13,11,9,12
"Gene10285",11,14,16,12
"Gene10286",11,14,10,12
"Gene10287",24,14,9,9
"Gene10288",11,10,17,12
"Gene10289",12,12,14,9
"Gene10290",15,6,4,16
"Gene10291",18,20,8,16
"Gene10292",13,14,19,9
"Gene10293",6,11,14,5
"Gene10294",10,10,24,21
"Gene10295",17,9,14,15
"Gene10296",11,5,6,17
"Gene10297",4,24,16,7
"Gene10298",9,12,11,11
"Gene10299",10,15,13,7
"Gene10300",12,6,21,12
"Gene10301",6,11,13,8
"Gene10302",24,9,13,15
"Gene10303",12,21,22,19
"Gene10304",8,11,14,15
"Gene10305",17,6,18,11
"Gene10306",12,16,7,7
"Gene10307",16,12,6,14
"Gene10308",18,21,7,9
"Gene10309",8,20,10,13
"Gene10310",15,12,15,26
"Gene10311",17,11,9,6
"Gene10312",17,10,10,13
"Gene10313",16,18,17,10
"Gene10314",20,8,15,14
"Gene10315",13,7,10,9
"Gene10316",22,6,16,7
"Gene10317",8,19,33,6
"Gene10318",9,21,23,10
"Gene10319",11,13,8,16
"Gene10320",5,4,10,17
"Gene10321",11,11,9,20
"Gene10322",9,17,17,20
"Gene10323",21,23,3,11
"Gene10324",11,9,7,10
"Gene10325",17,11,12,9
"Gene10326",11,23,24,15
"Gene10327",9,6,2,10
"Gene10328",20,26,14,17
"Gene10329",13,20,10,12
"Gene10330",6,9,15,26
"Gene10331",7,14,10,18
"Gene10332",17,12,16,21
"Gene10333",21,13,14,15
"Gene10334",16,11,8,12
"Gene10335",2,11,8,9
"Gene10336",8,5,25,6
"Gene10337",9,10,12,25
"Gene10338",11,13,14,22
"Gene10339",4,4,9,25
"Gene10340",6,7,25,25
"Gene10341",22,4,18,16
"Gene10342",9,16,10,6
"Gene10343",17,4,9,6
"Gene10344",13,18,21,12
"Gene10345",15,12,15,21
"Gene10346",13,7,5,14
"Gene10347",11,14,19,3
"Gene10348",12,16,14,9
"Gene10349",10,26,10,13
"Gene10350",16,9,14,14
"Gene10351",25,12,10,14
"Gene10352",5,14,13,7
"Gene10353",16,7,11,8
"Gene10354",9,11,20,3
"Gene10355",5,12,14,8
"Gene10356",15,14,25,14
"Gene10357",8,14,14,8
"Gene10358",11,5,12,9
"Gene10359",5,15,12,13
"Gene10360",17,22,14,18
"Gene10361",14,16,5,13
"Gene10362",8,22,15,11
"Gene10363",46,17,15,4
"Gene10364",14,10,4,9
"Gene10365",13,4,18,13
"Gene10366",6,12,13,6
"Gene10367",8,4,17,16
"Gene10368",24,13,16,13
"Gene10369",19,18,15,28
"Gene10370",12,23,26,10
"Gene10371",14,13,22,7
"Gene10372",1,6,9,11
"Gene10373",10,22,5,10
"Gene10374",10,13,8,17
"Gene10375",12,13,13,13
"Gene10376",15,16,27,27
"Gene10377",4,6,4,7
"Gene10378",21,9,6,30
"Gene10379",11,6,18,20
"Gene10380",11,13,13,9
"Gene10381",8,9,16,8
"Gene10382",15,8,9,9
"Gene10383",12,11,11,4
"Gene10384",3,25,10,14
"Gene10385",22,10,3,14
"Gene10386",18,13,6,4
"Gene10387",10,2,15,17
"Gene10388",15,25,11,15
"Gene10389",10,9,7,9
"Gene10390",18,12,27,13
"Gene10391",6,8,14,11
"Gene10392",8,8,15,14
"Gene10393",11,11,7,2
"Gene10394",17,11,12,11
"Gene10395",16,9,7,28
"Gene10396",26,16,8,14
"Gene10397",10,3,10,15
"Gene10398",8,6,12,14
"Gene10399",18,15,11,14
"Gene10400",12,14,8,13
"Gene10401",10,12,12,9
"Gene10402",8,13,18,11
"Gene10403",14,16,12,6
"Gene10404",26,3,9,24
"Gene10405",22,14,12,18
"Gene10406",8,23,17,15
"Gene10407",13,15,10,20
"Gene10408",12,8,13,6
"Gene10409",14,15,25,9
"Gene10410",24,13,13,19
"Gene10411",7,26,8,11
"Gene10412",21,9,10,24
"Gene10413",10,14,6,17
"Gene10414",26,15,11,7
"Gene10415",23,17,15,14
"Gene10416",11,20,16,30
"Gene10417",11,15,11,12
"Gene10418",15,10,15,9
"Gene10419",20,13,15,12
"Gene10420",15,3,12,12
"Gene10421",18,6,14,9
"Gene10422",22,19,15,9
"Gene10423",4,13,15,18
"Gene10424",4,9,8,6
"Gene10425",30,19,8,3
"Gene10426",8,15,5,17
"Gene10427",13,8,21,10
"Gene10428",32,14,26,9
"Gene10429",17,17,14,6
"Gene10430",7,8,18,9
"Gene10431",5,19,27,7
"Gene10432",8,12,8,11
"Gene10433",12,11,6,11
"Gene10434",6,16,18,5
"Gene10435",19,8,10,10
"Gene10436",10,10,20,25
"Gene10437",9,7,11,13
"Gene10438",8,8,5,18
"Gene10439",11,16,10,6
"Gene10440",12,10,22,18
"Gene10441",12,10,6,5
"Gene10442",12,22,7,23
"Gene10443",9,21,14,33
"Gene10444",11,20,11,8
"Gene10445",8,15,14,13
"Gene10446",17,13,16,13
"Gene10447",9,16,15,21
"Gene10448",11,15,12,17
"Gene10449",12,16,9,5
"Gene10450",24,18,9,14
"Gene10451",16,16,12,8
"Gene10452",9,11,14,5
"Gene10453",15,6,14,13
"Gene10454",9,30,8,14
"Gene10455",17,4,10,6
"Gene10456",4,3,11,13
"Gene10457",8,10,9,11
"Gene10458",5,13,13,15
"Gene10459",9,20,22,8
"Gene10460",25,20,6,11
"Gene10461",4,15,10,11
"Gene10462",4,10,10,7
"Gene10463",5,21,20,4
"Gene10464",9,12,12,12
"Gene10465",5,20,13,16
"Gene10466",22,12,20,12
"Gene10467",7,17,16,19
"Gene10468",23,14,13,12
"Gene10469",13,5,18,9
"Gene10470",17,11,13,13
"Gene10471",15,12,16,20
"Gene10472",21,7,7,12
"Gene10473",21,18,39,10
"Gene10474",16,4,22,11
"Gene10475",10,6,11,12
"Gene10476",11,11,8,15
"Gene10477",12,9,13,9
"Gene10478",8,10,5,8
"Gene10479",13,13,10,17
"Gene10480",12,6,9,13
"Gene10481",12,11,15,10
"Gene10482",10,15,25,5
"Gene10483",16,10,12,6
"Gene10484",9,16,8,13
"Gene10485",15,8,8,17
"Gene10486",16,6,8,14
"Gene10487",6,7,10,2
"Gene10488",7,24,24,11
"Gene10489",20,8,12,10
"Gene10490",16,13,4,12
"Gene10491",18,6,6,12
"Gene10492",20,5,12,32
"Gene10493",16,12,19,13
"Gene10494",19,7,21,15
"Gene10495",9,12,13,14
"Gene10496",12,18,17,21
"Gene10497",10,13,10,13
"Gene10498",10,11,23,11
"Gene10499",15,12,21,30
"Gene10500",9,8,20,20
"Gene10501",21,19,9,9
"Gene10502",14,18,12,10
"Gene10503",9,8,10,14
"Gene10504",8,28,25,6
"Gene10505",8,8,11,14
"Gene10506",26,14,15,9
"Gene10507",13,15,7,16
"Gene10508",13,9,9,16
"Gene10509",12,18,14,6
"Gene10510",16,15,14,17
"Gene10511",21,12,18,22
"Gene10512",15,17,8,13
"Gene10513",14,9,18,6
"Gene10514",11,21,8,26
"Gene10515",13,9,14,16
"Gene10516",13,15,7,4
"Gene10517",15,11,15,13
"Gene10518",18,7,11,9
"Gene10519",15,20,8,8
"Gene10520",12,12,20,14
"Gene10521",13,24,23,21
"Gene10522",8,7,14,6
"Gene10523",8,11,8,16
"Gene10524",17,7,15,8
"Gene10525",27,5,13,10
"Gene10526",13,8,18,12
"Gene10527",17,16,21,12
"Gene10528",4,23,8,4
"Gene10529",4,10,10,17
"Gene10530",12,7,11,11
"Gene10531",11,6,15,7
"Gene10532",11,12,18,10
"Gene10533",14,21,13,5
"Gene10534",23,20,13,23
"Gene10535",22,17,6,9
"Gene10536",5,12,10,14
"Gene10537",5,7,4,2
"Gene10538",11,16,8,10
"Gene10539",14,8,15,13
"Gene10540",7,9,8,27
"Gene10541",14,23,8,10
"Gene10542",16,12,12,19
"Gene10543",8,4,17,14
"Gene10544",9,8,13,16
"Gene10545",17,16,12,21
"Gene10546",15,18,14,12
"Gene10547",16,17,27,6
"Gene10548",17,11,14,13
"Gene10549",6,17,13,7
"Gene10550",26,12,22,5
"Gene10551",9,11,14,2
"Gene10552",5,8,13,10
"Gene10553",7,23,12,4
"Gene10554",9,8,8,10
"Gene10555",5,10,27,7
"Gene10556",8,6,7,11
"Gene10557",8,11,8,6
"Gene10558",7,9,15,15
"Gene10559",11,10,10,16
"Gene10560",12,16,10,12
"Gene10561",3,13,23,12
"Gene10562",8,18,34,8
"Gene10563",7,16,9,7
"Gene10564",11,10,16,20
"Gene10565",16,5,8,19
"Gene10566",19,12,11,16
"Gene10567",9,14,13,14
"Gene10568",12,10,8,16
"Gene10569",21,5,11,15
"Gene10570",9,6,5,10
"Gene10571",17,17,29,17
"Gene10572",6,14,14,14
"Gene10573",12,13,17,23
"Gene10574",4,7,26,14
"Gene10575",8,9,12,45
"Gene10576",5,8,16,17
"Gene10577",11,13,12,7
"Gene10578",12,5,4,19
"Gene10579",18,4,12,6
"Gene10580",4,23,20,9
"Gene10581",4,7,20,11
"Gene10582",12,7,9,20
"Gene10583",19,16,14,16
"Gene10584",21,5,9,23
"Gene10585",15,6,5,20
"Gene10586",7,5,10,10
"Gene10587",29,8,15,20
"Gene10588",7,25,13,18
"Gene10589",12,17,18,15
"Gene10590",18,13,9,3
"Gene10591",22,8,8,8
"Gene10592",6,7,8,24
"Gene10593",19,17,25,9
"Gene10594",9,10,7,10
"Gene10595",8,13,10,15
"Gene10596",7,15,14,15
"Gene10597",8,25,15,18
"Gene10598",27,8,25,18
"Gene10599",9,7,16,13
"Gene10600",15,16,24,10
"Gene10601",14,9,6,19
"Gene10602",17,5,17,26
"Gene10603",16,15,4,14
"Gene10604",12,6,6,15
"Gene10605",9,10,6,10
"Gene10606",14,12,6,4
"Gene10607",18,13,10,6
"Gene10608",9,23,11,12
"Gene10609",7,12,8,21
"Gene10610",18,9,5,16
"Gene10611",5,16,18,19
"Gene10612",12,5,16,7
"Gene10613",14,7,7,10
"Gene10614",5,4,14,11
"Gene10615",16,17,11,5
"Gene10616",16,9,17,11
"Gene10617",13,6,12,32
"Gene10618",13,15,7,10
"Gene10619",21,22,22,24
"Gene10620",12,7,17,8
"Gene10621",18,13,17,19
"Gene10622",13,25,14,13
"Gene10623",17,4,7,14
"Gene10624",11,8,10,16
"Gene10625",15,10,6,5
"Gene10626",18,10,15,6
"Gene10627",11,7,23,14
"Gene10628",3,18,11,29
"Gene10629",10,9,9,16
"Gene10630",14,16,13,11
"Gene10631",9,15,17,6
"Gene10632",4,9,24,16
"Gene10633",21,13,6,12
"Gene10634",12,13,10,15
"Gene10635",20,6,11,8
"Gene10636",18,11,6,18
"Gene10637",15,12,14,15
"Gene10638",12,13,15,15
"Gene10639",7,16,10,11
"Gene10640",10,14,11,3
"Gene10641",15,16,6,14
"Gene10642",3,18,18,14
"Gene10643",7,7,14,14
"Gene10644",17,14,13,16
"Gene10645",21,15,9,12
"Gene10646",17,12,3,8
"Gene10647",4,8,23,14
"Gene10648",17,14,8,11
"Gene10649",17,9,7,19
"Gene10650",7,7,9,8
"Gene10651",9,12,4,7
"Gene10652",14,22,7,18
"Gene10653",7,14,5,5
"Gene10654",13,10,8,34
"Gene10655",9,5,17,16
"Gene10656",26,3,14,13
"Gene10657",8,10,3,16
"Gene10658",9,11,15,17
"Gene10659",14,21,7,16
"Gene10660",13,19,30,12
"Gene10661",10,6,9,15
"Gene10662",7,9,17,27
"Gene10663",20,6,9,21
"Gene10664",28,8,12,8
"Gene10665",9,8,23,7
"Gene10666",14,18,9,11
"Gene10667",10,14,3,14
"Gene10668",11,10,18,14
"Gene10669",16,13,4,7
"Gene10670",14,16,20,7
"Gene10671",17,12,6,10
"Gene10672",22,17,10,20
"Gene10673",10,28,11,13
"Gene10674",11,9,11,7
"Gene10675",10,10,15,33
"Gene10676",7,18,11,13
"Gene10677",8,13,10,14
"Gene10678",13,8,10,13
"Gene10679",17,5,10,12
"Gene10680",18,31,7,11
"Gene10681",19,4,6,9
"Gene10682",20,5,11,8
"Gene10683",5,26,20,11
"Gene10684",27,19,16,2
"Gene10685",20,5,7,16
"Gene10686",15,10,13,11
"Gene10687",5,20,10,11
"Gene10688",29,17,15,17
"Gene10689",5,8,10,9
"Gene10690",9,12,4,5
"Gene10691",17,28,7,14
"Gene10692",21,15,15,13
"Gene10693",4,15,17,9
"Gene10694",10,11,30,3
"Gene10695",10,10,17,7
"Gene10696",29,14,15,7
"Gene10697",12,9,17,16
"Gene10698",16,27,18,21
"Gene10699",17,14,12,29
"Gene10700",17,2,7,11
"Gene10701",11,10,18,8
"Gene10702",6,19,14,9
"Gene10703",10,15,19,22
"Gene10704",12,24,13,9
"Gene10705",16,15,10,27
"Gene10706",20,24,12,4
"Gene10707",16,13,11,3
"Gene10708",7,15,14,13
"Gene10709",6,22,5,11
"Gene10710",3,10,19,9
"Gene10711",15,9,10,18
"Gene10712",7,13,13,10
"Gene10713",11,18,19,9
"Gene10714",8,13,6,16
"Gene10715",21,9,10,9
"Gene10716",18,21,20,17
"Gene10717",20,11,23,19
"Gene10718",18,22,12,15
"Gene10719",9,17,15,4
"Gene10720",12,16,13,6
"Gene10721",21,2,11,10
"Gene10722",16,4,5,15
"Gene10723",7,9,9,16
"Gene10724",9,11,10,16
"Gene10725",5,7,7,30
"Gene10726",9,5,7,5
"Gene10727",9,21,21,22
"Gene10728",35,7,20,15
"Gene10729",7,11,17,14
"Gene10730",22,16,15,16
"Gene10731",13,31,13,9
"Gene10732",13,23,20,8
"Gene10733",14,15,8,9
"Gene10734",25,8,20,4
"Gene10735",10,12,12,11
"Gene10736",10,11,14,8
"Gene10737",12,13,8,21
"Gene10738",15,8,14,9
"Gene10739",8,18,7,24
"Gene10740",9,10,11,11
"Gene10741",11,11,9,5
"Gene10742",14,11,13,4
"Gene10743",11,9,7,9
"Gene10744",5,13,7,15
"Gene10745",6,16,7,9
"Gene10746",4,17,14,6
"Gene10747",12,12,9,16
"Gene10748",6,17,13,7
"Gene10749",11,12,13,13
"Gene10750",12,13,12,12
"Gene10751",12,9,16,14
"Gene10752",13,4,11,8
"Gene10753",11,12,13,26
"Gene10754",15,15,24,7
"Gene10755",20,17,9,15
"Gene10756",13,10,21,9
"Gene10757",6,14,7,4
"Gene10758",14,6,11,9
"Gene10759",28,9,13,9
"Gene10760",9,7,19,9
"Gene10761",26,16,14,22
"Gene10762",11,13,18,11
"Gene10763",8,5,21,10
"Gene10764",20,9,7,6
"Gene10765",22,17,8,9
"Gene10766",21,21,18,12
"Gene10767",17,14,11,13
"Gene10768",10,10,9,9
"Gene10769",6,11,21,13
"Gene10770",9,10,4,17
"Gene10771",5,8,10,14
"Gene10772",16,9,14,4
"Gene10773",23,10,5,21
"Gene10774",6,8,25,12
"Gene10775",26,16,19,6
"Gene10776",5,3,7,18
"Gene10777",11,9,9,11
"Gene10778",11,9,33,5
"Gene10779",6,13,12,9
"Gene10780",13,8,17,16
"Gene10781",24,7,14,19
"Gene10782",22,20,11,14
"Gene10783",14,5,14,9
"Gene10784",21,11,7,11
"Gene10785",9,15,4,11
"Gene10786",7,16,24,9
"Gene10787",11,4,20,11
"Gene10788",3,9,10,13
"Gene10789",11,5,9,13
"Gene10790",20,14,18,15
"Gene10791",13,12,18,10
"Gene10792",26,10,23,11
"Gene10793",14,13,8,11
"Gene10794",21,13,9,13
"Gene10795",9,13,13,3
"Gene10796",5,13,23,20
"Gene10797",24,5,14,17
"Gene10798",15,19,14,14
"Gene10799",8,9,8,8
"Gene10800",4,16,8,10
"Gene10801",12,14,8,18
"Gene10802",11,9,11,10
"Gene10803",6,8,7,12
"Gene10804",24,7,13,16
"Gene10805",21,15,11,8
"Gene10806",24,19,5,12
"Gene10807",7,10,14,5
"Gene10808",4,13,29,9
"Gene10809",11,16,18,12
"Gene10810",9,14,14,12
"Gene10811",12,8,31,10
"Gene10812",5,12,10,15
"Gene10813",11,13,16,22
"Gene10814",4,8,6,13
"Gene10815",7,12,9,13
"Gene10816",11,14,20,13
"Gene10817",17,4,11,11
"Gene10818",11,5,10,12
"Gene10819",11,9,10,14
"Gene10820",4,14,5,21
"Gene10821",7,12,12,3
"Gene10822",14,8,14,9
"Gene10823",10,16,7,19
"Gene10824",14,8,21,18
"Gene10825",7,8,16,8
"Gene10826",10,23,13,11
"Gene10827",15,9,18,18
"Gene10828",20,8,5,3
"Gene10829",19,11,21,18
"Gene10830",13,6,17,6
"Gene10831",14,18,21,13
"Gene10832",11,15,6,14
"Gene10833",10,26,15,16
"Gene10834",15,8,13,16
"Gene10835",6,13,18,13
"Gene10836",18,12,14,12
"Gene10837",19,9,14,16
"Gene10838",10,7,8,17
"Gene10839",22,8,11,6
"Gene10840",27,9,24,14
"Gene10841",12,6,4,4
"Gene10842",7,8,14,28
"Gene10843",13,11,12,30
"Gene10844",11,11,10,6
"Gene10845",4,17,15,20
"Gene10846",12,15,20,5
"Gene10847",8,10,14,18
"Gene10848",10,28,9,10
"Gene10849",15,11,10,8
"Gene10850",4,12,16,17
"Gene10851",11,14,18,17
"Gene10852",13,7,8,21
"Gene10853",5,10,14,12
"Gene10854",18,19,5,6
"Gene10855",26,35,12,6
"Gene10856",17,6,5,5
"Gene10857",18,9,14,24
"Gene10858",7,10,21,11
"Gene10859",10,19,18,22
"Gene10860",16,6,3,6
"Gene10861",14,17,16,29
"Gene10862",18,10,8,14
"Gene10863",16,11,5,10
"Gene10864",13,13,12,7
"Gene10865",10,4,6,15
"Gene10866",11,18,11,24
"Gene10867",13,30,8,19
"Gene10868",7,12,8,15
"Gene10869",13,4,9,13
"Gene10870",8,12,13,13
"Gene10871",10,11,10,8
"Gene10872",10,8,9,8
"Gene10873",13,11,23,5
"Gene10874",15,12,5,10
"Gene10875",18,22,13,8
"Gene10876",36,8,6,12
"Gene10877",6,11,10,16
"Gene10878",5,7,16,6
"Gene10879",24,15,10,19
"Gene10880",20,14,16,25
"Gene10881",7,9,35,13
"Gene10882",18,18,12,9
"Gene10883",9,9,11,12
"Gene10884",8,9,16,10
"Gene10885",11,14,12,13
"Gene10886",12,13,14,11
"Gene10887",14,3,7,11
"Gene10888",13,5,13,6
"Gene10889",9,14,8,15
"Gene10890",14,5,17,8
"Gene10891",14,8,5,8
"Gene10892",9,6,6,10
"Gene10893",17,14,18,12
"Gene10894",14,13,10,12
"Gene10895",16,6,19,8
"Gene10896",14,19,15,5
"Gene10897",9,14,16,11
"Gene10898",8,15,18,21
"Gene10899",20,7,12,8
"Gene10900",20,15,10,8
"Gene10901",9,17,17,5
"Gene10902",11,6,6,4
"Gene10903",7,22,14,10
"Gene10904",9,18,20,17
"Gene10905",12,21,14,13
"Gene10906",15,17,5,15
"Gene10907",11,5,18,9
"Gene10908",10,16,9,11
"Gene10909",11,8,7,17
"Gene10910",6,13,18,21
"Gene10911",6,8,8,12
"Gene10912",16,14,14,10
"Gene10913",5,11,6,9
"Gene10914",13,21,13,9
"Gene10915",17,10,17,18
"Gene10916",10,4,7,14
"Gene10917",9,13,8,9
"Gene10918",12,23,8,16
"Gene10919",14,8,15,9
"Gene10920",7,9,11,9
"Gene10921",19,21,11,13
"Gene10922",9,12,20,9
"Gene10923",1,11,12,10
"Gene10924",10,12,6,8
"Gene10925",11,7,8,10
"Gene10926",12,12,14,26
"Gene10927",25,8,25,9
"Gene10928",3,10,12,12
"Gene10929",20,18,8,10
"Gene10930",5,10,13,8
"Gene10931",18,17,25,11
"Gene10932",20,11,9,6
"Gene10933",10,9,16,15
"Gene10934",6,9,9,3
"Gene10935",21,6,22,22
"Gene10936",7,19,19,19
"Gene10937",25,16,12,15
"Gene10938",5,8,13,4
"Gene10939",12,10,14,18
"Gene10940",21,10,24,10
"Gene10941",15,5,13,18
"Gene10942",11,12,7,13
"Gene10943",12,36,8,2
"Gene10944",8,15,12,21
"Gene10945",11,8,8,13
"Gene10946",22,8,11,5
"Gene10947",14,20,20,12
"Gene10948",5,14,15,8
"Gene10949",9,12,16,10
"Gene10950",6,10,13,15
"Gene10951",11,27,15,16
"Gene10952",3,16,18,20
"Gene10953",13,6,13,23
"Gene10954",11,11,30,4
"Gene10955",12,26,13,14
"Gene10956",10,15,10,20
"Gene10957",13,3,18,10
"Gene10958",15,31,4,16
"Gene10959",16,22,15,10
"Gene10960",8,15,15,9
"Gene10961",20,10,8,18
"Gene10962",10,10,20,11
"Gene10963",30,11,6,11
"Gene10964",9,8,16,12
"Gene10965",12,10,16,25
"Gene10966",28,15,5,17
"Gene10967",16,10,10,21
"Gene10968",16,8,31,8
"Gene10969",17,20,18,16
"Gene10970",16,6,21,9
"Gene10971",7,13,14,9
"Gene10972",7,6,8,10
"Gene10973",16,7,13,8
"Gene10974",23,11,8,11
"Gene10975",14,8,19,22
"Gene10976",15,10,12,15
"Gene10977",9,9,16,10
"Gene10978",2,10,26,5
"Gene10979",14,10,3,10
"Gene10980",24,2,14,5
"Gene10981",17,4,13,15
"Gene10982",12,16,9,2
"Gene10983",13,9,8,10
"Gene10984",15,11,3,20
"Gene10985",25,18,9,10
"Gene10986",12,15,15,7
"Gene10987",11,11,18,5
"Gene10988",31,15,20,13
"Gene10989",9,14,11,11
"Gene10990",7,6,18,15
"Gene10991",12,7,9,8
"Gene10992",5,11,10,11
"Gene10993",15,9,8,11
"Gene10994",8,11,23,17
"Gene10995",11,20,14,5
"Gene10996",7,15,23,7
"Gene10997",14,27,7,6
"Gene10998",14,12,9,17
"Gene10999",6,11,8,21
"Gene11000",27,6,40,8
"Gene11001",16,17,12,11
"Gene11002",10,6,10,12
"Gene11003",12,3,12,31
"Gene11004",9,11,11,16
"Gene11005",18,9,17,20
"Gene11006",12,15,23,18
"Gene11007",22,24,11,13
"Gene11008",17,6,11,11
"Gene11009",11,20,6,11
"Gene11010",10,22,12,15
"Gene11011",9,36,10,7
"Gene11012",9,22,6,9
"Gene11013",15,13,5,14
"Gene11014",9,7,13,12
"Gene11015",16,11,2,12
"Gene11016",23,18,6,12
"Gene11017",28,13,14,11
"Gene11018",20,17,14,10
"Gene11019",20,13,20,12
"Gene11020",11,8,7,7
"Gene11021",16,11,4,10
"Gene11022",7,20,6,10
"Gene11023",14,17,8,6
"Gene11024",17,10,8,18
"Gene11025",13,4,7,7
"Gene11026",16,4,26,16
"Gene11027",9,3,10,8
"Gene11028",19,16,8,13
"Gene11029",7,14,6,7
"Gene11030",25,13,3,3
"Gene11031",21,13,4,2
"Gene11032",26,10,14,12
"Gene11033",26,16,14,14
"Gene11034",6,17,3,9
"Gene11035",6,12,4,10
"Gene11036",5,13,24,19
"Gene11037",9,24,5,11
"Gene11038",8,6,8,10
"Gene11039",12,10,6,6
"Gene11040",14,9,6,8
"Gene11041",9,19,3,15
"Gene11042",7,12,9,10
"Gene11043",13,9,11,23
"Gene11044",10,6,10,9
"Gene11045",8,19,22,15
"Gene11046",19,8,13,18
"Gene11047",10,13,5,21
"Gene11048",10,21,17,15
"Gene11049",16,16,13,15
"Gene11050",16,4,8,14
"Gene11051",10,22,10,11
"Gene11052",7,10,8,15
"Gene11053",7,12,4,13
"Gene11054",7,9,21,5
"Gene11055",13,12,11,9
"Gene11056",2,26,18,13
"Gene11057",15,16,11,21
"Gene11058",17,7,7,8
"Gene11059",3,4,19,21
"Gene11060",13,11,4,17
"Gene11061",14,10,12,14
"Gene11062",6,12,22,15
"Gene11063",11,21,9,43
"Gene11064",12,11,18,20
"Gene11065",12,17,18,23
"Gene11066",5,14,24,14
"Gene11067",27,3,8,12
"Gene11068",9,18,10,15
"Gene11069",4,21,14,5
"Gene11070",18,16,16,9
"Gene11071",8,16,6,20
"Gene11072",14,12,17,12
"Gene11073",14,9,8,12
"Gene11074",13,14,16,7
"Gene11075",8,11,9,10
"Gene11076",11,7,8,13
"Gene11077",22,14,17,18
"Gene11078",5,7,6,31
"Gene11079",10,10,26,22
"Gene11080",19,12,9,11
"Gene11081",5,14,9,10
"Gene11082",9,8,34,5
"Gene11083",11,9,5,10
"Gene11084",10,9,19,5
"Gene11085",10,3,11,6
"Gene11086",8,13,18,21
"Gene11087",11,5,27,1
"Gene11088",14,27,30,5
"Gene11089",10,12,12,14
"Gene11090",17,8,4,14
"Gene11091",8,8,17,9
"Gene11092",11,19,7,8
"Gene11093",11,4,6,16
"Gene11094",18,10,9,10
"Gene11095",12,13,14,12
"Gene11096",8,6,19,17
"Gene11097",12,13,16,8
"Gene11098",10,9,15,25
"Gene11099",17,5,6,10
"Gene11100",16,5,20,10
"Gene11101",10,10,15,11
"Gene11102",7,7,8,11
"Gene11103",17,8,5,8
"Gene11104",16,19,20,1
"Gene11105",15,17,12,14
"Gene11106",8,13,17,13
"Gene11107",11,9,11,7
"Gene11108",12,16,17,16
"Gene11109",15,17,12,19
"Gene11110",19,4,13,8
"Gene11111",9,6,12,4
"Gene11112",23,11,24,12
"Gene11113",16,20,10,13
"Gene11114",8,10,20,11
"Gene11115",16,7,9,8
"Gene11116",17,10,6,12
"Gene11117",12,16,3,7
"Gene11118",9,26,13,3
"Gene11119",7,3,7,14
"Gene11120",8,12,16,17
"Gene11121",12,16,7,6
"Gene11122",24,5,3,15
"Gene11123",7,7,7,15
"Gene11124",14,5,6,12
"Gene11125",12,15,6,8
"Gene11126",9,16,20,14
"Gene11127",7,15,24,17
"Gene11128",21,22,15,17
"Gene11129",5,21,9,10
"Gene11130",16,11,8,14
"Gene11131",10,13,20,14
"Gene11132",10,8,9,5
"Gene11133",7,10,5,13
"Gene11134",12,4,13,9
"Gene11135",15,19,16,28
"Gene11136",11,11,7,13
"Gene11137",17,3,12,7
"Gene11138",4,15,11,8
"Gene11139",17,14,15,14
"Gene11140",7,8,15,18
"Gene11141",22,26,9,10
"Gene11142",7,7,12,14
"Gene11143",13,18,10,8
"Gene11144",19,12,12,18
"Gene11145",13,7,14,14
"Gene11146",18,11,2,14
"Gene11147",16,18,11,10
"Gene11148",11,11,23,20
"Gene11149",9,9,10,12
"Gene11150",12,17,22,13
"Gene11151",4,20,13,17
"Gene11152",12,9,8,10
"Gene11153",17,11,10,14
"Gene11154",4,8,8,15
"Gene11155",7,11,7,14
"Gene11156",9,18,11,3
"Gene11157",20,12,17,5
"Gene11158",21,7,18,5
"Gene11159",11,14,6,13
"Gene11160",16,12,10,12
"Gene11161",9,16,7,7
"Gene11162",16,12,17,6
"Gene11163",10,8,14,16
"Gene11164",29,12,26,13
"Gene11165",7,18,17,6
"Gene11166",11,17,11,13
"Gene11167",9,12,34,16
"Gene11168",9,13,21,16
"Gene11169",19,12,6,22
